source,company_id,company_name,sector,year,lang,url,twse_download_id
twse,1301,台灣塑膠工業股份有限公司,塑膠工業,2024,en,https://csr.fpc.com.tw/FPC_CSR/csr_download.aspx,5261cdcc-b37f-43d4-83ec-2158dbc250b3
twse,1303,南亞塑膠工業股份有限公司,塑膠工業,2024,zh,https://www.npc.com.tw/j2npc/zhtw/csr_report.jsp,88fbbbbf-c47b-439e-b94d-eb35d5b51638
twse,1303,南亞塑膠工業股份有限公司,塑膠工業,2024,en,https://www.npc.com.tw/j2npc/zhtw/csr_report.jsp,9b338845-218b-401e-b3cb-e8e7dec8441b
twse,1304,台灣聚合化學品股份有限公司,塑膠工業,2024,zh,https://www.usife.com/ESG/zh-tw/ESG72.aspx,c1024fd8-23e8-436c-9e00-aa1073863874
twse,1304,台灣聚合化學品股份有限公司,塑膠工業,2024,en,https://www.usife.com/ESG/en-us/ESG72.aspx,053dce10-742d-4ac4-8c08-ba34e0d24f3c
twse,1305,華夏海灣塑膠股份有限公司,塑膠工業,2024,zh,https://www.cgpc.com.tw/ESG/tw/ESG-Report.aspx,661de834-d2a1-4b83-abf3-2afc9d925751
twse,1305,華夏海灣塑膠股份有限公司,塑膠工業,2024,en,https://www.cgpc.com.tw/ESG/en/ESG-Report.aspx,b7b11241-2864-4095-8654-31cce550cd9d
twse,1307,三芳化學工業股份有限公司,塑膠工業,2024,zh,https://www.sanfang.com/interested/%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8,d4c2faf7-242b-4860-adac-c6a3de1fd8d9
twse,1307,三芳化學工業股份有限公司,塑膠工業,2024,en,https://www.sanfang.com/en/interested/esg-reports,d7aa8560-64aa-4e85-95dd-fe6d2084798f
twse,1308,亞洲聚合股份有限公司,塑膠工業,2024,zh,https://www.apc.com.tw/ESG/zh-tw/ESG82.aspx,ded3e339-df5e-4d62-8033-0664dbbd3332
twse,1308,亞洲聚合股份有限公司,塑膠工業,2024,en,https://www.apc.com.tw/en-us/dirESG/frmESGReport.aspx,dcd95179-2d7c-44b5-888b-c4c4a5dc8c09
twse,1309,台達化學工業股份有限公司,塑膠工業,2024,zh,https://www.ttc.com.tw/zh-tw/dirCSRnew/frmReport.aspx,3832b0b6-fd89-45bc-a86b-b93e7d672c32
twse,1309,台達化學工業股份有限公司,塑膠工業,2024,en,https://www.ttc.com.tw/zh-tw/dirCSRnew/frmReport_en.aspx,7566f89d-401d-45bc-88b9-7888f37a6c1b
twse,1310,台灣苯乙烯工業股份有限公司,塑膠工業,2024,zh,https://www.smct.com.tw/Responsibility/responsibility,3522aef9-676a-45bf-bee7-5690d818d21b
twse,1312,國喬石油化學股份有限公司,塑膠工業,2024,zh,https://www.gppc.com.tw/gppc/Responsibility-11.asp,dbf624cb-189f-43f1-88d7-29dbe74a9640
twse,1312,國喬石油化學股份有限公司,塑膠工業,2024,en,https://www.gppc.com.tw/gppc/english/Responsibility.asp,069644a7-1c12-451e-86de-446ff8b03b08
twse,1313,聯成化學科技股份有限公司,塑膠工業,2024,zh,https://www.upc.com.tw/zh-TW/esg_reports,5edb381a-dc60-4453-8bd6-bad127d9c0bc
twse,1313,聯成化學科技股份有限公司,塑膠工業,2024,en,https://www.upc.com.tw/en/esg_reports,9d948ade-2ef6-4227-a448-484839d4bf68
twse,1314,中國石油化學工業開發(股)公司,塑膠工業,2024,zh,https://www.cpdc.com.tw/tw/csr_pdf,c6797196-7118-4507-9c8e-0415378d1f69
twse,1314,中國石油化學工業開發(股)公司,塑膠工業,2024,en,https://www.cpdc.com.tw/en/csr_pdf,019a680e-6dae-4e36-a672-ce970d81c9ed
twse,1315,達新工業股份有限公司,塑膠工業,2024,zh,https://www.tahhsin.com.tw/,2503ead6-876f-4944-afe1-64e4fc838410
twse,1316,上曜建設開發股份有限公司,建材營造,2024,zh,https://sunyad.com.tw/sustainability,077c2448-b58f-456b-bc8b-57c8e440b1cd
twse,1319,東陽實業廠股份有限公司,汽車工業,2024,zh,https://www.tyg.com.tw/ESG-report.html,f7ead389-9c68-40d3-b5ad-07ea154dc07a
twse,1319,東陽實業廠股份有限公司,汽車工業,2024,en,https://www.tyg.com.tw/en/responsibility.html,7772ceab-7b22-4a19-8465-10dbc43f6400
twse,1321,大洋塑膠工業股份有限公司,塑膠工業,2024,zh,https://www.opc.com.tw/zh-tw/a2-9668/%E6%B0%B8%E7%BA%8C%E7%99%BC%E5%B1%95.html,442e9ed0-4980-4827-ac4e-67c282e9b327
twse,1323,永裕塑膠工業股份有限公司,塑膠工業,2024,zh,https://www.yonyu.com.tw/yonyu/esg.php,418c52b3-ff64-4714-a362-236c5bcc8a69
twse,1324,地球綜合工業股份有限公司,塑膠工業,2024,zh,https://www.globetape.com/investor/sustainable-development,d2c6dfef-a57e-475f-b8ef-3ad1c74f41a1
twse,1325,恒大股份有限公司,塑膠工業,2024,zh,www.uk.com.tw,0b5d4c4f-793d-4521-912b-8a362346831b
twse,1326,台灣化學纖維股份有限公司,塑膠工業,2024,zh,https://www.fcfc.com.tw/data-22345,0101b140-4353-4ce1-b025-98af3733b66f
twse,1326,台灣化學纖維股份有限公司,塑膠工業,2024,en,https://en.fcfc.com.tw/data-22345,11119120-eebf-4288-bb4a-6fb290c4b859
twse,1337,亞洲塑膠再生資源控股有限公司,塑膠工業,2024,zh,http://asia-recycle.com/governance/responsibility/,94d50fd6-9af5-4dfd-ad4b-778cfbde41bb
twse,1338,廣華控股有限公司,汽車工業,2024,zh,https://www.hiroca.co/article_d.php?lang=tw&tb=7&id=1985,0a310d05-a33f-44cb-b7a5-b4bf0ffdd147
twse,1339,昭輝實業股份有限公司,汽車工業,2024,zh,https://www.yccco.com.tw/index.php?action=public-report-c&group=be9a10901a9cda22707983206a5a73da,f8738f51-070b-4ec6-862a-92812afa0ab4
twse,1340,勝悅新材料有限公司,塑膠工業,2024,zh,http://www.vnm.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=512&index=1,6ffd8eca-8747-4f74-ab6f-96a206eae7ca
twse,1341,富林塑膠工業(開曼)控股(股)公司,塑膠工業,2024,zh,https://www.fulinvn.com/tc/investor_detail.php?PKey=409,8fb139fc-d2f7-49de-988e-0d55085b138e
twse,1341,富林塑膠工業(開曼)控股(股)公司,塑膠工業,2024,en,https://drive.google.com/file/d/1LUvKLnUOSzPaX2HcKh9tRS4OBxS9WDm_/view,25dfd5ca-1905-459e-a9f7-eebbce6e94f8
twse,1342,八貫企業股份有限公司,其他,2024,zh,https://www.cathayconsolidated.com/IN_Html/about-e.html,668f9eb5-3e32-41a0-87a7-69c21c205f33
twse,1402,遠東新世紀股份有限公司,紡織纖維,2024,zh,https://csr.fenc.com/report-download?lang=zh,b88ff908-cfcd-4f14-ac0a-73307579b49e
twse,1402,遠東新世紀股份有限公司,紡織纖維,2024,en,https://csr.fenc.com/report-download?lang=en,382b9198-f299-4952-8181-66d81e1613e5
twse,1409,新光合成纖維股份有限公司,紡織纖維,2024,zh,https://www.shinkong.com.tw/files/investors/2024%E6%96%B0%E5%85%89%E5%90%88%E7%BA%96%E5%A0%B1%E5%91%8A%E6%9B%B8_0801_ver1.0.pdf,6c9deae2-d5d0-4fa7-9d8b-88c0e4405fd8
twse,1409,新光合成纖維股份有限公司,紡織纖維,2024,en,https://www.shinkong.com.tw/files/investors/2024_ESG_reportEN.pdf,6a0d8ca5-9856-47d4-bb2b-cd3f0ea91f1d
twse,1410,南洋染整股份有限公司,紡織纖維,2024,zh,http://www.nydf.com.tw/,d88510c8-ccfa-4964-96ce-59ab10beca16
twse,1410,南洋染整股份有限公司,紡織纖維,2024,en,http://www.nydf.com.tw/,357f2dd2-23da-4c0d-b2b3-5a3e0d069cf5
twse,1413,宏洲纖維工業股份有限公司,紡織纖維,2024,zh,https://www.hungchou.com.tw/our-responsibilities,dfc62571-faef-450f-a635-e27bff969f2d
twse,1414,東和紡織股份有限公司,紡織纖維,2024,zh,http://www.tungho.com.tw/userfiles/esgrpt/tunghoesgrpt2025arch.pdf,d565043b-5662-47e1-8fbd-2feef3160f9f
twse,1416,廣豐實業股份有限公司,其他,2024,zh,https://www.kfic.com.tw/,f81c18e0-34b7-4aa4-899a-eea6b7ff64cb
twse,1416,廣豐實業股份有限公司,其他,2024,en,https://www.kfic.com.tw/en/,11de62dd-1e01-4e18-9e12-67b72b5a5437
twse,1417,嘉裕股份有限公司,紡織纖維,2024,zh,https://www.carnival.com.tw/download.php?lang=tw&tb=3&cid=432,161f7520-bc6f-4b48-abe4-456b0a0caac8
twse,1418,東華龍股份有限公司,紡織纖維,2024,zh,https://www.tonghwa.com.tw/page/esg,a98da2e4-226b-44d5-8623-cea328b1c643
twse,1419,新光紡織股份有限公司,紡織纖維,2024,zh,https://www.sktextile.com.tw/tw/investors/sustainability/6,7da4ed51-287f-4eea-96e1-88ee44b08d71
twse,1423,利華羊毛工業股份有限公司,紡織纖維,2024,zh,http://www.reward.com.tw/social0.html,78464511-2d0e-4746-9782-383f23cddcab
twse,1432,大魯閣實業股份有限公司,運動休閒,2024,zh,https://www.taroko.com.tw/%e6%b0%b8%e7%ba%8c%e5%a0%b1%e5%91%8a%e6%9b%b8/,b3f9b760-c7de-4fb1-b1ce-de4bd15b5642
twse,1432,大魯閣實業股份有限公司,運動休閒,2024,en,https://www.taroko.com.tw/%e6%b0%b8%e7%ba%8c%e5%a0%b1%e5%91%8a%e6%9b%b8/,09ebae34-72ab-438c-ae58-83c51b878e19
twse,1434,福懋興業股份有限公司,紡織纖維,2024,zh,https://www.ftc.com.tw/newftc/respons_report.php,610cf81d-b3d8-4c46-849f-792611626873
twse,1434,福懋興業股份有限公司,紡織纖維,2024,en,https://www.ftc.com.tw/newftc/en/respons_report.php,2e6312f9-3084-4b7f-95b1-b58c7dd8139f
twse,1435,中福國際(股)公司,其他,2024,zh,https://www.chungfutex.com.tw/,103d1e8f-f278-4f90-bb6c-6a32e8e1d4f2
twse,1436,華友聯開發股份有限公司,建材營造,2024,zh,https://www.huakai.com.tw/2836-2/,fee12b77-2237-4a28-aa89-ab200d353715
twse,1436,華友聯開發股份有限公司,建材營造,2024,en,https://www.huakai.com.tw/2836-2/,e8150027-ed3f-4e3f-a711-509b4ea954b6
